flow	key	kind	english	czech_current	czech_native
23 · Post a request	postRequest.budgetNote()	fn	Budget up to {{1}}/day · within undefined	Rozpočet až {{1}}/den · do undefined	
23 · Post a request	postRequest.budgetNoteBuy()	fn	Budget up to {{1}} to buy · within undefined	Rozpočet až {{1}} na koupi · do undefined	
23 · Post a request	postRequest.budgetNoteEither()	fn	Budget up to {{1}}/day to rent or {{1}} to buy · within undefined	Rozpočet až {{1}}/den na půjčení nebo {{1}} na koupi · do undefined	
23 · Post a request	postRequest.budgetPerDay	string	Budget per day	Rozpočet na den	
23 · Post a request	postRequest.budgetTotal	string	Budget (buy)	Rozpočet (koupě)	
23 · Post a request	postRequest.changeCategory	string	Change category	Změnit kategorii	
23 · Post a request	postRequest.confirm	string	Confirm	Potvrdit	
23 · Post a request	postRequest.continueCta	string	Continue →	Pokračovat →	
23 · Post a request	postRequest.dateRange	string	When do you need it?	Kdy to potřebujete?	
23 · Post a request	postRequest.datesFlexible	string	Flexible / ASAP	Flexibilní / co nejdřív	
23 · Post a request	postRequest.datesFlexibleHint	string	Neighbors can suggest times that work.	Sousedé můžou navrhnout časy, které jim sedí.	
23 · Post a request	postRequest.datesSpecific	string	Specific dates	Konkrétní data	
23 · Post a request	postRequest.describeLabel	string	Describe what you need	Popište, co potřebujete	
23 · Post a request	postRequest.describePlaceholder	string	E.g., Professional camera with tripod for a weekend event…	Např. profesionální foťák se stativem na víkendovou akci…	
23 · Post a request	postRequest.done	string	Done →	Hotovo →	
23 · Post a request	postRequest.endDate	string	End date	Datum konce	
23 · Post a request	postRequest.errorDescription	string	Add a short description so neighbors know what you need.	Přidejte krátký popis, aby sousedé věděli, co potřebujete.	
23 · Post a request	postRequest.errorMissingCategoryLocked	string	Missing category context. Go back and try again.	Chybí kontext kategorie. Vraťte se a zkuste znovu.	
23 · Post a request	postRequest.errorMissingSubcategory	string	Pick a subcategory for your request.	Vyberte podkategorii pro žádost.	
23 · Post a request	postRequest.errorPickCategory	string	Pick a category and subcategory to continue.	Vyberte kategorii a podkategorii a pokračujte.	
23 · Post a request	postRequest.errorPickIntent	string	Choose rent, buy, or either.	Vyberte půjčit, koupit, nebo obojí.	
23 · Post a request	postRequest.errorSignIn	string	Sign in to post a request.	Pro odeslání žádosti se přihlaste.	
23 · Post a request	postRequest.fromDate()	fn	From {{1}}	Od {{1}}	
23 · Post a request	postRequest.headline	string	Can't find it? Ask your neighbors	Nemůžete to najít? Zeptejte se sousedů	
23 · Post a request	postRequest.headlineLocked	string	Tell neighbors what you need	Řekněte sousedům, co potřebujete	
23 · Post a request	postRequest.idPayUpTo	string	I'd pay up to	Zaplatím až	
23 · Post a request	postRequest.intentBuy	string	Buy	Koupit	
23 · Post a request	postRequest.intentEither	string	Either	Jedno i druhé	
23 · Post a request	postRequest.intentHint	string	Rent for a few days, buy to keep it, or stay open to both.	Půjčit na pár dní, koupit natrvalo, nebo nechat obojí otevřené.	
23 · Post a request	postRequest.intentLabel	string	I want to	Chci	
23 · Post a request	postRequest.intentRent	string	Rent	Půjčit	
23 · Post a request	postRequest.locationRadius	string	How far to look	Jak daleko hledat	
23 · Post a request	postRequest.lookingForItemsInCat()	fn	Looking for items in {{1}}	Hledám věci v kategorii {{1}}	
23 · Post a request	postRequest.lookingForQuery()	fn	"Looking for ""{{1}}""."	Hledám „{{1}}“.	
23 · Post a request	postRequest.lookingForQueryNear()	fn	"Looking for ""{{1}}"" near undefined."	Hledám „{{1}}“ poblíž undefined.	
23 · Post a request	postRequest.lookingForSubInCat()	fn	Looking for {{1}} (undefined)	Hledám {{1}} (undefined)	
23 · Post a request	postRequest.nearCity()	fn	near {{1}}	poblíž {{1}}	
23 · Post a request	postRequest.pickSubcategoryHint	string	Tap a category, then choose a subcategory.	Klepněte na kategorii a pak vyberte podkategorii.	
23 · Post a request	postRequest.postCta	string	Post request	Poslat žádost	
23 · Post a request	postRequest.postedTitle	string	Request posted	Žádost odeslána	
23 · Post a request	postRequest.posting	string	Posting…	Odesílám…	
23 · Post a request	postRequest.requestFor	string	Request for	Žádost o	
23 · Post a request	postRequest.reviewEyebrow	string	Your request	Vaše žádost	
23 · Post a request	postRequest.reviewNeighborPreview	string	Neighbor preview	Náhled pro sousedy	
23 · Post a request	postRequest.selectCategory	string	Select category	Vyberte kategorii	
23 · Post a request	postRequest.selectDateRange	string	Select date range	Vybrat rozmezí dat	
23 · Post a request	postRequest.selectDates	string	Pick dates	Vybrat data	
23 · Post a request	postRequest.selectSubcategory	string	Select subcategory	Vyberte podkategorii	
23 · Post a request	postRequest.shareBody	string	The more people see it, the faster you find it.	Čím víc lidí to uvidí, tím rychleji to najdete.	
23 · Post a request	postRequest.shareDefaultText()	fn	Looking for gear near undefined on {{1}}.	Hledám vybavení poblíž undefined na {{1}}.	
23 · Post a request	postRequest.shareNowBody	string	Same as hosts do with listings — the more neighbors see it, the faster you get a reply.	Stejně jako hostitelé s nabídkami — čím víc sousedů to uvidí, tím rychleji dostanete odpověď.	
23 · Post a request	postRequest.shareNowTitle	string	Now share it	Teď ji sdílejte	
23 · Post a request	postRequest.shareTitle	string	Share with your community	Sdílejte s komunitou	
23 · Post a request	postRequest.shareTitleApp()	fn	Request on {{1}}	Žádost na {{1}}	
23 · Post a request	postRequest.startDate	string	Start date	Datum začátku	
23 · Post a request	postRequest.stepCategory	string	Category	Kategorie	
23 · Post a request	postRequest.stepNeed	string	What you need	Co potřebujete	
23 · Post a request	postRequest.stepOf()	fn	Step {{1}} of undefined	Krok {{1}} z undefined	
23 · Post a request	postRequest.stepReview	string	Review	Kontrola	
23 · Post a request	postRequest.stepTiming	string	When & where	Kdy a kde	
23 · Post a request	postRequest.subtitle	string	Someone nearby might have exactly what you need	Někdo poblíž může mít přesně to, co hledáte	
23 · Post a request	postRequest.subtitleLocked	string	Add details below — hosts in your area will see your request	Doplňte detaily — hostitelé ve vaší oblasti žádost uvidí	
23 · Post a request	postRequest.tipCategory	string	Pick a category and subcategory — then we'll shape your request together.	Vyberte kategorii a podkategorii — pak žádost doladíme spolu.	
23 · Post a request	postRequest.tipNeed	string	Tell neighbors what you need, and whether you want to rent or buy.	Řekněte sousedům, co potřebujete, a jestli chcete půjčit nebo koupit.	
23 · Post a request	postRequest.tipReview	string	This is how neighbors will see your request. Looking good?	Takto sousedé uvidí vaši žádost. Vypadá to dobře?	
23 · Post a request	postRequest.tipTiming	string	When do you need it, and how far should we look?	Kdy to potřebujete a jak daleko máme hledat?	
23 · Post a request	postRequest.title	string	Post a Request	Poslat žádost	
23 · Post a request	postRequest.wantedBadge	string	Wanted	Hledám	
23 · Post a request	postRequest.whenFlexible	string	Flexible / ASAP	Flexibilní / co nejdřív	
23 · Post a request	postRequest.whenFrom()	fn	From {{1}}	Od {{1}}	
23 · Post a request	postRequest.whenRange()	fn	{{1}} – undefined	{{1}} – undefined	
23 · Post a request	postRequest.yourArea	string	your area	vaše oblast	
24 · Notifications	notifications.appUpdates	string	App updates	Aktualizace aplikace	
24 · Notifications	notifications.backAria	string	Back to home	Zpět na domů	
24 · Notifications	notifications.checkForUpdates	string	Check for updates	Zkontrolovat aktualizace	
24 · Notifications	notifications.checking	string	Checking…	Kontroluji…	
24 · Notifications	notifications.demoShowUpdate	string	Demo: show update notification	Demo: zobrazit oznámení o aktualizaci	
24 · Notifications	notifications.demoUpdateAdded	string	Demo update notification added.	Demo oznámení o aktualizaci přidáno.	
24 · Notifications	notifications.empty.earn.all.body	string	Booking requests, handoffs, renter chats, and listing updates appear here.	Žádosti o půjčku, předání, chaty s nájemci a aktualizace nabídek se objeví tady.	
24 · Notifications	notifications.empty.earn.all.title	string	No requests on your listings	Žádné žádosti k vašim nabídkám	
24 · Notifications	notifications.empty.earn.bookings.body	string	New rentals, pickup and return windows, and schedule changes for your items.	Nové půjčky, okna vyzvednutí a vrácení a změny rozvrhu u vašich věcí.	
24 · Notifications	notifications.empty.earn.bookings.hint	string	List gear from My Garage (or +) to start receiving requests.	Vystavte vybavení z Moje garáž (nebo +), abyste začali dostávat žádosti.	
24 · Notifications	notifications.empty.earn.bookings.title	string	No booking requests	Žádné žádosti o půjčku	
24 · Notifications	notifications.empty.earn.messages.body	string	Questions before pickup, during a rental, or at return — all in one thread per booking.	Otázky před vyzvednutím, během půjčky nebo při vrácení — vše v jednom vlákně na rezervaci.	
24 · Notifications	notifications.empty.earn.messages.title	string	No renter messages	Žádné zprávy od nájemců	
24 · Notifications	notifications.empty.rent.all.body	string	Bookings, pickup reminders, and owner messages will show up here.	Rezervace, připomínky vyzvednutí a zprávy od majitelů se objeví tady.	
24 · Notifications	notifications.empty.rent.all.title	string	Nothing new for your rentals	Nic nového k vašim půjčkám	
24 · Notifications	notifications.empty.rent.bookings.body	string	Confirmations, pickup and return times, and responses to your requests.	Potvrzení, časy vyzvednutí a vrácení a odpovědi na vaše žádosti.	
24 · Notifications	notifications.empty.rent.bookings.hint	string	Book something from Browse by Category to get started.	Začněte rezervací z Procházet podle kategorie.	
24 · Notifications	notifications.empty.rent.bookings.title	string	No booking updates	Žádné aktualizace rezervací	
24 · Notifications	notifications.empty.rent.messages.body	string	When an owner replies about an item you're renting, the chat lands here.	Když majitel odpoví k položce, kterou si půjčujete, chat se objeví tady.	
24 · Notifications	notifications.empty.rent.messages.title	string	No messages yet	Zatím žádné zprávy	
24 · Notifications	notifications.enable	string	Enable	Zapnout	
24 · Notifications	notifications.enabled	string	Enabled	Zapnuto	
24 · Notifications	notifications.enabling	string	Enabling…	Zapínám…	
24 · Notifications	notifications.filtersAria	string	Notification filters	Filtry oznámení	
24 · Notifications	notifications.inbox	string	Inbox	Doručené	
24 · Notifications	notifications.latestVersionPwa	string	You're on the latest version installed on this device.	Máte nejnovější verzi nainstalovanou na tomto zařízení.	
24 · Notifications	notifications.loading	string	Loading…	Načítám…	
24 · Notifications	notifications.markAsRead	string	Mark as read	Označit jako přečtené	
24 · Notifications	notifications.messagesSection	string	Messages	Zprávy	
24 · Notifications	notifications.modeFooter	string	Rent and Earn keep separate inboxes on this device. App updates appear here for both modes.	Režimy Půjčit a Vydělat mají na tomto zařízení oddělené schránky. Aktualizace aplikace se zobrazí v obou.	
24 · Notifications	notifications.modeHosting	string	Hosting	Hostování	
24 · Notifications	notifications.modeRenting	string	Renting	Půjčování	
24 · Notifications	notifications.notification	string	Notification	Oznámení	
24 · Notifications	notifications.noUpdateWaiting	string	No update waiting. Install the PWA from the same URL after a new build.	Žádná aktualizace nečeká. Po novém buildu nainstalujte PWA ze stejné URL.	
24 · Notifications	notifications.prefs.agentTips()	fn	Tips from {{1}}	Tipy od {{1}}	
24 · Notifications	notifications.prefs.agentTipsHint	string	Share prompts and next-step nudges after you list.	Výzvy ke sdílení a další kroky po vystavení.	
24 · Notifications	notifications.prefs.bookings	string	Booking updates	Aktualizace rezervací	
24 · Notifications	notifications.prefs.bookingsHint	string	Requests, approvals, pickup and return reminders.	Žádosti, schválení, připomínky vyzvednutí a vrácení.	
24 · Notifications	notifications.prefs.garagesYouFollow	string	Garages you follow	Garáže, které sledujete	
24 · Notifications	notifications.prefs.hint	string	Choose what reaches you — push when enabled above, in-app always.	Vyberte, co k vám dorazí — push po zapnutí výše, v aplikaci vždy.	
24 · Notifications	notifications.prefs.messages	string	Messages	Zprávy	
24 · Notifications	notifications.prefs.messagesHint	string	Chat from renters or owners about an item.	Chat od nájemců nebo majitelů o položce.	
24 · Notifications	notifications.prefs.newGaragesNearby	string	New garages nearby	Nové garáže poblíž	
24 · Notifications	notifications.prefs.newGaragesNearbyHint	string	When a neighbor opens a garage showcase on your block.	Když soused otevře vitrínu garáže na vašem bloku.	
24 · Notifications	notifications.prefs.newListings	string	New listings	Nové nabídky	
24 · Notifications	notifications.prefs.openGarageDay	string	Open garage day	Den otevřené garáže	
24 · Notifications	notifications.prefs.openGarageDays	string	Open garage days	Dny otevřené garáže	
24 · Notifications	notifications.prefs.openGarageDaysHint	string	Yard-sale style events from garages you follow.	Akce ve stylu blešího trhu od garáží, které sledujete.	
24 · Notifications	notifications.prefs.pushFooter	string	Push works after you tap Enable above and allow browser permission. On iPhone, open the installed Home Screen app first.	Push funguje po klepnutí na Zapnout výše a povolení v prohlížeči. Na iPhonu nejdřív otevřete nainstalovanou aplikaci z Domovské obrazovky.	
24 · Notifications	notifications.prefs.savedListings	string	Saved listings	Uložené nabídky	
24 · Notifications	notifications.prefs.savedListingsHint	string	Price changes or availability on favorites.	Změny ceny nebo dostupnosti u oblíbených.	
24 · Notifications	notifications.prefs.title	string	Notification settings	Nastavení oznámení	
24 · Notifications	notifications.previews.earn.bookingRequests.description	string	Someone wants to rent your item — approve, decline, or message them.	Někdo chce půjčit vaši věc — schvalte, odmítněte nebo napište.	
24 · Notifications	notifications.previews.earn.bookingRequests.title	string	Booking requests	Žádosti o půjčku	
24 · Notifications	notifications.previews.earn.listingEarnings.description	string	Listing status, views, pauses, and payout updates (when connected).	Stav nabídky, zobrazení, pozastavení a aktualizace výplat (po propojení).	
24 · Notifications	notifications.previews.earn.listingEarnings.title	string	Listing & earnings	Nabídky a výdělky	
24 · Notifications	notifications.previews.earn.pickupReturn.description	string	When a renter is coming, when gear is out, and when return is due.	Když nájemce přijde, když je věc venku a kdy je vrácení splatné.	
24 · Notifications	notifications.previews.earn.pickupReturn.title	string	Pickup & return	Vyzvednutí a vrácení	
24 · Notifications	notifications.previews.earn.renterMessages.description	string	Chat about timing, condition, and handoff for your listings.	Chat o čase, stavu a předání u vašich nabídek.	
24 · Notifications	notifications.previews.earn.renterMessages.title	string	Renter messages	Zprávy od nájemce	
24 · Notifications	notifications.previews.rent.ownerMessages.description	string	Questions, directions, and chat about the item you're borrowing.	Otázky, navigace a chat o položce, kterou si půjčujete.	
24 · Notifications	notifications.previews.rent.ownerMessages.title	string	Owner messages	Zprávy od majitele	
24 · Notifications	notifications.previews.rent.pickupReturn.description	string	Reminders before pickup, during the rental, and when it's time to return.	Připomínky před vyzvednutím, během půjčky a když je čas vrátit.	
24 · Notifications	notifications.previews.rent.pickupReturn.title	string	Pickup & return	Vyzvednutí a vrácení	
24 · Notifications	notifications.previews.rent.yourBookings.description	string	Confirmed, declined, or changed — for items you rent from neighbors.	Potvrzené, odmítnuté nebo změněné — u věcí, které si půjčujete od sousedů.	
24 · Notifications	notifications.previews.rent.yourBookings.title	string	Your bookings	Vaše rezervace	
24 · Notifications	notifications.previews.rent.yourRequests.description	string	When someone offers gear that matches what you posted looking for.	Když někdo nabídne vybavení, které odpovídá tomu, co hledáte.	
24 · Notifications	notifications.previews.rent.yourRequests.title	string	Your requests	Vaše žádosti	
24 · Notifications	notifications.pushBody	string	Booking updates, reminders, and messages — even when the app is closed.	Aktualizace rezervací, připomínky a zprávy — i když je aplikace zavřená.	
24 · Notifications	notifications.pushTitle	string	Push notifications	Push oznámení	
24 · Notifications	notifications.sectionAll	string	What appears in this inbox	Co se v této schránce objeví	
24 · Notifications	notifications.sectionBookings	string	Booking notifications include	Oznámení o rezervacích zahrnují	
24 · Notifications	notifications.sectionMessages	string	Message notifications include	Oznámení o zprávách zahrnují	
24 · Notifications	notifications.tabAll	string	All	Vše	
24 · Notifications	notifications.tabBookings	string	Bookings	Rezervace	
24 · Notifications	notifications.tabMessages	string	Messages	Zprávy	
24 · Notifications	notifications.title	string	Notifications	Oznámení	
24 · Notifications	notifications.updateFound	string	Update found — see the card below.	Aktualizace nalezena — viz kartu níže.	
24 · Notifications	notifications.updatesUnavailable	string	Updates are not available in this browser.	Aktualizace v tomto prohlížeči nejsou k dispozici.	
25 · Feedback	feedback.emailFallback()	fn	You can also email {{1}} anytime.	Kdykoli můžete také napsat na {{1}}.	
25 · Feedback	feedback.emailLabel	string	Email for a reply (optional)	E-mail pro odpověď (volitelné)	
25 · Feedback	feedback.emailPlaceholder	string	you@email.com	vy@email.com	
25 · Feedback	feedback.kindComplaint	string	Complaint	Stížnost	
25 · Feedback	feedback.kindHelp	string	Need help	Potřebuji pomoc	
25 · Feedback	feedback.kindIdea	string	Idea	Nápad	
25 · Feedback	feedback.kindOther	string	Other	Jiné	
25 · Feedback	feedback.messageLabel	string	What happened?	Co se stalo?	
25 · Feedback	feedback.messagePlaceholder	string	Describe the issue or idea in a few sentences…	Popište problém nebo nápad v pár větách…	
25 · Feedback	feedback.sendAnother	string	Send another	Poslat další	
25 · Feedback	feedback.sendFailed	string	Couldn’t send right now. Try again in a moment.	Teď se to nepodařilo odeslat. Zkuste to za chvíli.	
25 · Feedback	feedback.sending	string	Sending…	Odesílám…	
25 · Feedback	feedback.submit	string	Send to Evorios	Odeslat do Evorios	
25 · Feedback	feedback.subtitle	string	Stuck, found a bug, or have an idea? Tell us — it goes straight to the owner inbox.	Něco nefunguje, našli jste chybu, nebo máte nápad? Napište — půjde rovnou k majiteli.	
25 · Feedback	feedback.thanksBody	string	Your note is in the owner inbox. We’ll use it to fix and improve the platform.	Vaše zpráva je ve schránce majitele. Použijeme ji na opravy a vylepšení.	
25 · Feedback	feedback.thanksTitle	string	Got it — thank you	Díky — máme to	
25 · Feedback	feedback.title	string	Help & feedback	Pomoc a zpětná vazba	
25 · Feedback	feedback.tooShort	string	Please write a bit more so we can help.	Napište prosím víc, ať víme, jak pomoct.	
25 · Store review	reviewPrompt.blindHint	string	Blind review: neither side sees the other’s review until both are submitted.	Slepá recenze: ani jedna strana neuvidí recenzi druhé, dokud neodešlou obě.	
25 · Store review	reviewPrompt.comment	string	Comment	Komentář	
25 · Store review	reviewPrompt.placeholder	string	Quick note (optional)…	Krátká poznámka (volitelné)…	
25 · Store review	reviewPrompt.rating	string	Rating	Hodnocení	
25 · Store review	reviewPrompt.starsAria()	fn	{{1}} stars	{{1}} hvězd	
25 · Store review	reviewPrompt.submit	string	Submit review	Odeslat recenzi	
25 · Store review	reviewPrompt.tip	string	How was it? Takes 30 seconds	Jak to bylo? Zabere 30 sekund	
25 · Store review	reviewPrompt.title	string	Leave a review	Napsat recenzi	
26 · FAQ answers	faq.items.active-rental.a	string	More → Rentals, or the clipboard icon on Home. Open the booking for pickup window, messages, QR check-in, and return steps.	Účet → Půjčky, nebo ikona schránky na Domů. Otevřete rezervaci pro okno vyzvednutí, zprávy, QR check-in a kroky vrácení.	
26 · FAQ answers	faq.items.active-rental.q	string	Where is my active rental?	Kde je moje aktivní půjčka?	
26 · FAQ answers	faq.items.app-update.a	string	Evorios downloads updates in the background and installs them overnight around 2 AM on your phone (or the next time you open the app after that). You can also open Notifications (bell) and tap Update if you want it sooner. If the screen feels stuck after update, close and reopen the app.	Evorios stahuje aktualizace na pozadí a instaluje je přes noc kolem 2:00 (nebo při příštím otevření). Můžete také otevřít Oznámení (zvonek) a klepnout Aktualizovat dříve. Pokud se obrazovka po aktualizaci zasekne, aplikaci zavřete a znovu otevřete.	
26 · FAQ answers	faq.items.app-update.q	string	The app asked me to update — what should I do?	Aplikace chtěla aktualizaci — co mám udělat?	
26 · FAQ answers	faq.items.arkansas-rural.a	string	New blocks fill in as neighbors stock their garages. Use Search wider on Home (50+ mi), post a request, or list your own gear — early hosts get more visibility.	Nové bloky se plní, jak sousedé plní garáže. Použijte Hledat šířeji na Domů (cca 80+ km), pošlete poptávku, nebo vystavte vlastní věci — raní hostitelé mají větší viditelnost.	
26 · FAQ answers	faq.items.arkansas-rural.q	string	I'm in rural Arkansas — why so few listings?	Jsem na venkově — proč je tak málo nabídek?	
26 · FAQ answers	faq.items.availability-step5.a	string	Open My Garage → tap the listing:\n• Pause / Unpause hides or restores the item in browse without deleting it.\n• Edit availability times (weekdays / weekend) from the detail quick-edit or Full edit.\n• Delete permanently removes the listing from your garage and the server.	"Otevřete Moje garáž → klepněte na nabídku:
• Pozastavit / Obnovit skryje nebo vrátí věc do procházení bez smazání.
• Upravte časy dostupnosti (všední dny / víkend) z rychlé úpravy nebo Úplné úpravy.
• Smazat trvale odstraní nabídku z garáže i ze serveru."	
26 · FAQ answers	faq.items.availability-step5.q	string	How do I set availability or pause a listing?	Jak nastavím dostupnost nebo pozastavím nabídku?	
26 · FAQ answers	faq.items.book-item.a	string	Search on Home or browse the Feed, open an item, and request a booking. You'll authorize rental payment and any deposit hold separately. Track active rentals from the bookings icon on Home.	Hledejte na Domů nebo procházejte Feed, otevřete věc a požádejte o rezervaci. Autorizujete platbu za půjčení a případnou zálohu zvlášť. Aktivní půjčky sledujte z ikony rezervací na Domů.	
26 · FAQ answers	faq.items.book-item.q	string	How do I rent an item?	Jak si půjčím věc?	
26 · FAQ answers	faq.items.boost-listing.a	string	Clear photos, fair pricing, and complete availability help most. Paid boost (when available) highlights your item on the block feed.	Nejvíc pomohou jasné fotky, férová cena a kompletní dostupnost. Placený boost (když je k dispozici) zvýrazní věc ve feedu bloku.	
26 · FAQ answers	faq.items.boost-listing.q	string	How do I get more views?	Jak získám více zobrazení?	
26 · FAQ answers	faq.items.bottom-nav.a	string	Home = browse hub & categories. Mr. Evorios = help (FAQ + chat). Green + = stock a new item. Garage = your storefront & earnings. More = profile, rentals, favorites, and How Evorios works. There is no search lupa in the footer.	Domů = hub a kategorie. Mr. Evorios = nápověda (FAQ + chat). Zelené + = nová věc. Garáž = vaše výloha a výdělky. Účet = profil, půjčky, oblíbené a Jak funguje Evorios. V patičce není lupa.	
26 · FAQ answers	faq.items.bottom-nav.q	string	What do the bottom menu buttons do?	Co dělají tlačítka dolního menu?	
26 · FAQ answers	faq.items.cancel-booking.a	string	Open the rental in Rentals and choose Cancel if still before pickup. Refund rules follow the host policy and timing — see the booking summary.	Otevřete půjčku v Půjčky a zvolte Zrušit, pokud je ještě před vyzvednutím. Pravidla refundace závisí na politice hostitele a načasování — viz souhrn rezervace.	
26 · FAQ answers	faq.items.cancel-booking.q	string	How do I cancel a booking?	Jak zruším rezervaci?	
26 · FAQ answers	faq.items.categories-nav.a	string	Open Home → use the category chips on the browse hub, or on the feed strip under Rent/Buy. Tap a category in More → How Evorios works (or the intro screen) to expand household and pro subcategories. When listing with +, pick the same categories in the wizard. There is no magnifying-glass search in the footer.	Otevřete Domů → použijte čipy kategorií na hubu, nebo pás ve feedu pod Půjčit/Koupit. V Účet → Jak funguje Evorios (nebo úvod) klepněte na kategorii a rozbalte podkategorie. Při vystavení přes + vyberte stejné kategorie ve wizardu. V patičce není lupa.	
26 · FAQ answers	faq.items.categories-nav.q	string	How do I browse by category?	Jak procházím podle kategorie?	
26 · FAQ answers	faq.items.co-host.a	string	Profile → Co-hosts lets you invite someone to help manage your garage. They can respond to requests depending on permissions you set.	Profil → Spoluhostitelé umožní pozvat někoho, kdo pomůže spravovat garáž. Může odpovídat na žádosti podle oprávnění, která nastavíte.	
26 · FAQ answers	faq.items.co-host.q	string	Can I add a co-host?	Mohu přidat spoluhostitele?	
26 · FAQ answers	faq.items.deposit-release.a	string	After the host confirms return (or auto-release timer if no dispute). Holds are separate from the rental charge on your card statement.	Poté, co hostitel potvrdí vrácení (nebo po auto-uvolnění, pokud není spor). Zálohy jsou na výpisu karty oddělené od poplatku za půjčení.	
26 · FAQ answers	faq.items.deposit-release.q	string	When is my deposit released?	Kdy se uvolní moje záloha?	
26 · FAQ answers	faq.items.dispute.a	string	Document the issue with photos and messages in the app. For urgent safety issues contact local authorities first. Mr. Evorios can guide you on next in-app steps but cannot decide disputes alone.	Zaznamenejte problém fotkami a zprávami v aplikaci. Při naléhavém ohrožení bezpečnosti nejdřív kontaktujte místní úřady. Mr. Evorios vás provede dalšími kroky v aplikaci, ale spory sám nerozhoduje.	
26 · FAQ answers	faq.items.dispute.q	string	Something went wrong with a rental — what now?	S půjčkou se něco pokazilo — co teď?	
26 · FAQ answers	faq.items.edit-listing.a	string	Garage → tap the listing → use quick edits on the detail screen, or Full edit for photos and pricing. Pause and Delete are on the same Manage section.	Garáž → klepněte na nabídku → použijte rychlé úpravy na detailu, nebo Úplnou úpravu pro fotky a ceny. Pozastavit a Smazat jsou ve stejné sekci Správa.	
26 · FAQ answers	faq.items.edit-listing.q	string	How do I edit a published listing?	Jak upravím publikovanou nabídku?	
26 · FAQ answers	faq.items.extend-rental.a	string	If the host allows it, open the active rental and request more days before return. The host approves and pricing updates in the app.	Pokud to hostitel dovolí, otevřete aktivní půjčku a požádejte o další dny před vrácením. Hostitel schválí a cena se v aplikaci aktualizuje.	
26 · FAQ answers	faq.items.extend-rental.q	string	Can I extend a rental?	Mohu prodloužit půjčku?	
26 · FAQ answers	faq.items.favorites.a	string	More → Favorites saves listings you hearted. Tap any favorite to open the item and book again.	Účet → Oblíbené ukládá nabídky, které jste označili srdcem. Klepnutím otevřete věc a znovu rezervujete.	
26 · FAQ answers	faq.items.favorites.q	string	How do saved favorites work?	Jak fungují uložené oblíbené?	
26 · FAQ answers	faq.items.garage-tab.a	string	The Garage tab is your household storefront — active listings, booking requests, and stats. Settings (gear icon) opens your profile. Stock items anytime with the center + button.	Záložka Garáž je výloha vaší domácnosti — aktivní nabídky, žádosti o rezervaci a statistiky. Nastavení (ozubené kolo) otevře profil. Věci přidáte kdykoli středovým tlačítkem +.	
26 · FAQ answers	faq.items.garage-tab.q	string	What is the My Garage tab?	Co je záložka Moje garáž?	
26 · FAQ answers	faq.items.home-feed.a	string	Home opens the browse hub. Tap a category chip (Tools, Garden, Party…) or “Browse the block”, then filter All · Rent · Buy on the feed. There is no search magnifier in the footer — categories live on Home. Tap the center + to list from your garage.	Domů otevře hub procházení. Klepněte na čip kategorie (Nářadí, Zahrada, Párty…) nebo „Procházet blok“, pak filtrujte Vše · Půjčit · Koupit ve feedu. V patičce není lupa — kategorie jsou na Domů. Středové + vystaví věc z vaší garáže.	
26 · FAQ answers	faq.items.home-feed.q	string	How does Home work?	Jak funguje Domů?	
26 · FAQ answers	faq.items.host-payouts.a	string	Connect Stripe in Profile → payouts. Rental payouts land after successful return; platform fees are shown before you publish.	Připojte Stripe v Profil → výplaty. Výplaty z půjček přijdou po úspěšném vrácení; poplatky platformy jsou vidět před publikací.	
26 · FAQ answers	faq.items.host-payouts.q	string	How do hosts get paid?	Jak dostávají hostitelé peníze?	
26 · FAQ answers	faq.items.in-app-chat.a	string	Open More → Messages for all threads. For a rental: Rentals → open booking → Message. For a purchase: listing → message icon. Replies can send a push notification if the other person enabled push.	Otevřete Účet → Zprávy pro všechna vlákna. U půjčky: Půjčky → otevřete rezervaci → Zpráva. U nákupu: nabídka → ikona zprávy. Odpovědi mohou poslat push, pokud má druhá osoba push zapnuté.	
26 · FAQ answers	faq.items.in-app-chat.q	string	How do I message a neighbor in the app?	Jak napíšu sousedovi v aplikaci?	
26 · FAQ answers	faq.items.install-pwa.a	string	Tap Mr. Evorios in the bottom menu for install tips, or use Add to Home Screen. On iPhone: Share → Add to Home Screen. On Android: use the browser install prompt when it appears.	Klepněte na Mr. Evorios v dolním menu pro tipy k instalaci, nebo použijte Přidat na plochu. Na iPhonu: Sdílet → Přidat na plochu. Na Androidu: použijte výzvu prohlížeče k instalaci, když se objeví.	
26 · FAQ answers	faq.items.install-pwa.q	string	How do I install the app on my phone?	Jak nainstaluji aplikaci do telefonu?	
26 · FAQ answers	faq.items.list-first.a	string	Tap the green + in the footer (or Garage → New), then the fast wizard: 1) photos, 2) details & pricing (Rent / Sell), 3) review & publish. For rentals you may set up a QR sticker after publish. Want to give something away? Use Sell with price $0. Mr. Evorios helps on each step.	Klepněte na zelené + v patičce (nebo Garáž → Nové), pak rychlý wizard: 1) fotky, 2) detaily a cena (Půjčit / Prodat), 3) kontrola a publikace. U půjčování můžete po publikaci nastavit QR samolepku. Chcete něco darovat? Použijte Prodat s cenou 0 Kč. Mr. Evorios pomáhá v každém kroku.	
26 · FAQ answers	faq.items.list-first.q	string	How do I list my first item?	Jak vystavím první věc?	
